District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Kozhikode,Grama Panchayat,G11043,Arikkulam,8,ARIKKULAM EAST,LATHA.K.POTTAYIL,INC,UDF,380,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,11,ARIKKULAM NORTH,A.M.BIJU,CPI(M),LDF,457,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,9,ARIKKULAM WEST,SUHAIL.K.M,IUML,UDF,291,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,3,EKKATTOOR,M.P.SHAJI,CPI(M),LDF,726,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,12,KANNAMBATH,SREEJI MALAYIL VALAPPIL,CPI(M),LDF,531,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,2,KARAYAD,KUNJIKELAPPAN ALIAS O.K.BABU,CPI(M),LDF,706,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,13,KURUDI VEEDU,M.M SUDHA,CPI,LDF,493,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,10,MAVATT,K.M SASEENDRAN,CPI(M),LDF,323,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,7,OORALLOOR,M.K.REETHA,CPI(M),LDF,439,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,6,OOTTERY,SANTHA MEKKOTH,CPI(M),LDF,469,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,4,THARAMMAL,P.K.BEENA,CPI(M),LDF,577,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,1,THIRUVANGAYOOR,V.M.UNNI,CPI(M),LDF,525,2015
Kozhikode,Grama Panchayat,G11043,Arikkulam,5,VAKAMOLY,C.RADHA,CPI(M),LDF,462,2015
Kozhikode,Grama Panchayat,G11046,Atholi,9,ATHANI,PUSHPARAJAN P M,CPI(M),LDF,432,2015
Kozhikode,Grama Panchayat,G11046,Atholi,13,ATHOLI,SHEEJA RAJAN,CPI(M),LDF,463,2015
Kozhikode,Grama Panchayat,G11046,Atholi,8,ATHOLIKKAVE,N M RAJAN,CPI(M),LDF,515,2015
Kozhikode,Grama Panchayat,G11046,Atholi,4,KANNIPPOYIL,USHA K GOPALAM,INC,UDF,603,2015
Kozhikode,Grama Panchayat,G11046,Atholi,5,KODASSERI,BINDU MADATHIL,CPI(M),LDF,434,2015
Kozhikode,Grama Panchayat,G11046,Atholi,7,KOLAKKADE,C K RIJESH,INC,UDF,503,2015
Kozhikode,Grama Panchayat,G11046,Atholi,11,KONGANNUR,JAISAL KAMMOTIL,INC,UDF,716,2015
Kozhikode,Grama Panchayat,G11046,Atholi,10,KONGANNUR EAST,A M SARITHA,IUML,UDF,684,2015
Kozhikode,Grama Panchayat,G11046,Atholi,3,KOTHANGAL,VALSALA VELAYUDHAN,CPI,LDF,480,2015
Kozhikode,Grama Panchayat,G11046,Atholi,14,KUDAKKALLU,SHEEBA RAMACHANDRAN,INC,UDF,526,2015
Kozhikode,Grama Panchayat,G11046,Atholi,2,KUMULLI,CHITOOR RAVEENDRAN,CPI(M),LDF,685,2015
Kozhikode,Grama Panchayat,G11046,Atholi,12,KUNIYIL KADAVE,RAMLA PAYYAM PUNATHIL,IUML,UDF,584,2015
Kozhikode,Grama Panchayat,G11046,Atholi,1,MODAKKALLUR,GEETHA MAPPURATH,CPI(M),LDF,569,2015
Kozhikode,Grama Panchayat,G11046,Atholi,6,POOKKODE,K KARTHYAYANI,CPI(M),LDF,579,2015
Kozhikode,Grama Panchayat,G11046,Atholi,17,THORAYI,N V MOHANAN,CPI(M),LDF,568,2015
Kozhikode,Grama Panchayat,G11046,Atholi,15,VELOOR,MINI VADAKKE AZHAYIL,INC,UDF,522,2015
Kozhikode,Grama Panchayat,G11046,Atholi,16,VELOOR WEST,BINDURAJAN MALAYIL,INC,UDF,578,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,2,ANCHUKANDAM,SOUDHA  PUTHIUYEDUTH,IUML,UDF,802,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,16,KACHERIPARAMBU,REENA RAJAN PURATHOOTTAYIL MEETHAL,JD(U),UDF,385,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,5,KADAMERI,CHANDRAN.N.K,CPI(M),LDF,450,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,12,KADAMERI WEST,SOUMYA VALIYA VEETTIL,INC,UDF,369,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,6,KAMICHERI,SHIJITH . P M,INC,UDF,537,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,3,KEERIYANGADI,KOULA GAFOOR.C.K,IUML,UDF,636,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,15,KUTTIVAYAL,SREELATHA .N.P,CPI(M),LDF,516,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,10,KUTTIYADI POYIL,T.V.KUNHIRAMAN  MASTER,CPI(M),LDF,500,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,13,MANGALAD,M.M NASHEEDA TEACHER,IUML,UDF,549,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,1,MIDIYERI,REEJA NELLIYOTT,CPI(M),LDF,597,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,7,MOOKKADATHUM VAYAL,ROOPA KELOTH,INC,UDF,586,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,11,NALOM KOROL,KULANGARATH BABU,INC,UDF,485,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,9,PANTHAPPOYIL,SHAJI.A.K,CPI(M),LDF,644,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,17,PONMERI,V. BALAN,CPI,LDF,547,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,14,POYILPARA,SHEEBA. M.S,CPI(M),LDF,580,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,4,THANEERPANTHAL,RASIYA,IUML,UDF,631,2015
Kozhikode,Grama Panchayat,G11019,Ayancheri,8,THAROPOYIL,NOCHATT KUNHABDULLA,IUML,UDF,666,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,18,ANCHAM PEEDIKA,SAHIR PUNATHIL,SDPI,OTH,316,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,16,ANDICOMPANY,JASMINA ,IUML,UDF,297,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,14,AVIKKARA,USHA CHATHANKANDY,JD(U),UDF,350,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,8,CHIRAYIL PEEDIKA,SHEEBA ANIL,IND(LDF),LDF,449,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,12,CHOMBAL HARBAR, K LEELA,JD(S),LDF,308,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,2,CHUNGAM NORTH,SUDHA ,IUML,UDF,509,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,17,CHUNGAM SOUTH,ALI MANOLI,IND(LDF),LDF,460,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,9,KALLAMALA,SUBHA MURALEEDHARAN ,IND,OTH,490,2015
Kozhikode,Grama Panchayat,G11001,Azhiyur,13,KARAPPAKKUNNU,V P JAYAN,JD(U),UDF,484,2015
