District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Kannur,Grama Panchayat,G13017,Alakode,7,ALAKODE,GIRIJA TEACHER,INC,UDF,456,2015
Kannur,Grama Panchayat,G13017,Alakode,16,ARANGAM,C MOHANAN ,INC,UDF,479,2015
Kannur,Grama Panchayat,G13017,Alakode,20,CHERUPARA,DEVADAS VALLIYAMTHADAM,INC,UDF,643,2015
Kannur,Grama Panchayat,G13017,Alakode,1,CHITTADI,T. CHANDRAMATHI,CPI(M),LDF,615,2015
Kannur,Grama Panchayat,G13017,Alakode,9,KAPPIMALA,JOSE ALLUMPURAM,INC,UDF,443,2015
Kannur,Grama Panchayat,G13017,Alakode,11,KAVUMKUDI,NISHA VINU,INC,UDF,621,2015
Kannur,Grama Panchayat,G13017,Alakode,21,KOODAPRAM,MRUDULA KANAYIDATHIL,KCM,UDF,544,2015
Kannur,Grama Panchayat,G13017,Alakode,12,KOOLAMBI,T. G VIKRAMAN,CPI(M),LDF,573,2015
Kannur,Grama Panchayat,G13017,Alakode,14,KOTTAYAD,ALICE JOSEPH PAZHUPARAMBIL,KCM,UDF,537,2015
Kannur,Grama Panchayat,G13017,Alakode,6,KUTTAPARAMBA,MOLLY KADANKAVIL,INC,UDF,518,2015
Kannur,Grama Panchayat,G13017,Alakode,18,MERIGIRI,LISY VARGHESE,IND,OTH,598,2015
Kannur,Grama Panchayat,G13017,Alakode,4,MOONNAMKUNNU,AYISHA P.C ,IUML,UDF,549,2015
Kannur,Grama Panchayat,G13017,Alakode,13,NARIYAMPARA,OUSEPACHAN THEVAROLICKAL,INC,UDF,642,2015
Kannur,Grama Panchayat,G13017,Alakode,17,NEDUVODE,BINDU M.K ,CPI(M),LDF,588,2015
Kannur,Grama Panchayat,G13017,Alakode,10,NELLIKUNNU,MISSI RAJU,INC,UDF,495,2015
Kannur,Grama Panchayat,G13017,Alakode,15,NELLIPARA,BIJI MUTHUKATTIL ,INC,UDF,693,2015
Kannur,Grama Panchayat,G13017,Alakode,8,OTTATHAI,SALI THANNIPPARA,INC,UDF,632,2015
Kannur,Grama Panchayat,G13017,Alakode,5,PARAPPA,FRANCIS MRALAYIL,CPI(M),LDF,463,2015
Kannur,Grama Panchayat,G13017,Alakode,3,RAYAROME,SHIBI,INC,UDF,646,2015
Kannur,Grama Panchayat,G13017,Alakode,2,THERTHALLY,VALSAMMA VANISHERIYIL,INC,UDF,594,2015
Kannur,Grama Panchayat,G13017,Alakode,19,THIMIRI,RAJALAKSHMI ELAYIDATH,CPI(M),LDF,699,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,4,ALAKKAL,SANTHOSH T V,CPI(M),LDF,627,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,15,ANENIMETTA,T V SEETHA TEACHER,CPI(M),LDF,595,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,14,CHAKKARAKKAL,PACHERI MOHANAN,INC,UDF,546,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,7,EKKAL,SEENA P K,CPI(M),LDF,619,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,8,KAMETH,T PRASANNA,CPI(M),LDF,548,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,2,KANNADIVELICHAM,SURESAN V,CPI(M),LDF,571,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,11,KAVINMOOLA,SREELATHA K,INC,UDF,555,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,6,KUZHIMBALODE,P P SURENDRAN MASTER,CPI(M),LDF,585,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,5,MURINGERI,SHEEJA K,CPI(M),LDF,542,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,1,MUZHAPPALA,P V MADHUSOODANAN,INC,UDF,644,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,12,ODATHIL PEEDIKA,PREMAN K M,CPI,LDF,496,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,9,PALAYAM,RUHANA TEACHER,IUML,UDF,594,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,10,PALERI,T SOBHANA,CPI(M),LDF,505,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,3,PARAMBUKKARI,OMANA A,CPI(M),LDF,617,2015
Kannur,Grama Panchayat,G13054,Ancharakandy,13,UCHULIKKUNNU,P P RAJAN,NCP,LDF,653,2015
Kannur,Grama Panchayat,G13068,Aralam,9,AMBALAKANDY,P.ROSA,CPI(M),LDF,459,2015
Kannur,Grama Panchayat,G13068,Aralam,15,ARALAM,MAVILA RAJITHA ,INC,UDF,571,2015
Kannur,Grama Panchayat,G13068,Aralam,6,ARALAM FARM,K.VELAYUDAN,INC,UDF,957,2015
Kannur,Grama Panchayat,G13068,Aralam,4,CHATHIROOR,SHANTY PAZHAYATHOTTATHIL,INC,UDF,497,2015
Kannur,Grama Panchayat,G13068,Aralam,13,CHEDIKKULAM,ARAVINDAN AKKANASSERI,INC,UDF,507,2015
Kannur,Grama Panchayat,G13068,Aralam,1,EDOOR,LILLY MURIYANKARI,INC,UDF,655,2015
Kannur,Grama Panchayat,G13068,Aralam,12,KALLARA,JOSHY PALAMATTATHIL,INC,UDF,649,2015
Kannur,Grama Panchayat,G13068,Aralam,7,KEEZHPALLY,M.K SASI,CPI,LDF,468,2015
Kannur,Grama Panchayat,G13068,Aralam,17,KOOTTAKALAM,JOSHY MATHEW ,CPI(M),LDF,390,2015
Kannur,Grama Panchayat,G13068,Aralam,3,KUNDU MANGOD,KARUNAKARAN PUTHUSSERY,INC,UDF,534,2015
Kannur,Grama Panchayat,G13068,Aralam,2,MANCHUVAD,SHIJI NADUPPARAMBIL,INC,UDF,501,2015
Kannur,Grama Panchayat,G13068,Aralam,14,PERUMPAZHASSI,SUMA DINESAN,CPI(M),LDF,465,2015
Kannur,Grama Panchayat,G13068,Aralam,16,POOTHAKKUND,P.RAVEENDRAN,CPI(M),LDF,628,2015
Kannur,Grama Panchayat,G13068,Aralam,11,URUPPUM KUND,DR.THRESIYAMMA KONGOLA,KCM,UDF,355,2015
Kannur,Grama Panchayat,G13068,Aralam,10,VEERPAD,BINDU.U.S ,CPI(M),LDF,417,2015
Kannur,Grama Panchayat,G13068,Aralam,8,VELIMANAM,JIMMI MATHEW ANTHINATTU,IND,OTH,555,2015
Kannur,Grama Panchayat,G13068,Aralam,5,VIYATNAM,RAIHANATH (SUBI),IUML,UDF,487,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,14,ANAPANTHI,THOMAS VALIYATHOTTIYIL,INC,UDF,519,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,6,ANGADIKKADAV,REJI MATHEW MECHERIKUNNEL,IND,OTH,298,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,16,CHARAL,ISAAC JOSEPH,INC,UDF,493,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,8,EDAPPUZHA,JOSEPH NADUTHOTTATHIL,CPI,LDF,527,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,7,EENTHUMKARI,PRIYA K JOHN,IND,OTH,447,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,1,KACHERIKKADAVU,ADV. SHEEJA  SEBASTIAN,INC,UDF,559,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,12,KAMBININIRATH,LOVELY THOMAS,IND,OTH,433,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,10,KARIKKOTTAKKARI,BEENA ROJES,KCM,UDF,484,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,9,KOOMANTHODE,MARY VAZHAMPLACKAL,INC,UDF,385,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,15,MUDAYIRANJI,SUNNY THOMAS OTTAPLACKAL,IND,OTH,303,2015
Kannur,Grama Panchayat,G13069,Ayyankunnu,13,MUNDAYAMPARAMBU,T.M VENUGOPALAN,INC,UDF,509,2015
