District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Wayanad,Grama Panchayat,G12010,Ambalavayal,3,AAYIRAMKOLLI,N C KURIYAKOSE,CPI(M),LDF,563,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,5,AMBALAVAYAL EAST,MOLY ASHOK,IND(LDF),LDF,642,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,6,AMBALAVAYAL WEST,K SHAMEER,CPI(M),LDF,641,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,8,ANDOOR,ANITHA MANIKANDAN,INC,UDF,566,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,13,CHEENAPPULLU,SEETHA VIJAYAN ,INC,UDF,471,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,17,CHEENGAVALLAM,SUJITHA VASU,CPI(M),LDF,444,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,19,KALATHUVAYAL,K.G.PRAKASH,INC,UDF,510,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,11,KAMBALAKOLLY,SUBAIDA A K ,IUML,UDF,464,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,1,KARACHAL,SUMA V V,INC,UDF,612,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,10,KOTOOR,JAYAPRAVEEN,INC,UDF,470,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,2,KUMBALERY,VENU K G,CPI(M),LDF,642,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,4,KUPPAMUDI,SHYLA JOY,INC,UDF,466,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,18,MANJAPPARA,P.M THOMAS,INC,UDF,508,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,7,NEERCHAL,V K KUTTIKRISHNAN,IND(LDF),LDF,575,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,16,NELLARACHAL,RAMANATHAN,BJP,BJP+,481,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,9,PAMBALA,HAFSATH,CPI(M),LDF,615,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,14,PERUMBADIKUNNU,SUNITHA SURENDRAN ,IND(LDF),LDF,592,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,20,POTHUKETTY,SUDHA KRISHNAN ,INC,UDF,369,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,15,PUTTAD,SUNITHA DASAN ,CPI(M),LDF,595,2015
Wayanad,Grama Panchayat,G12010,Ambalavayal,12,THOMATTUCHAL,VALSA THANKACHAN ,INC,UDF,548,2015
Wayanad,Grama Panchayat,G12005,Edavaka,18,AYILAMOOLA,BINU KUNNATH,INC,UDF,554,2015
Wayanad,Grama Panchayat,G12005,Edavaka,5,CHAMADIPOYIL,SHYNI GEORGE,INC,UDF,443,2015
Wayanad,Grama Panchayat,G12005,Edavaka,9,CHERUVAYAL,JILSON THOOPPUMKARA,INC,UDF,589,2015
Wayanad,Grama Panchayat,G12005,Edavaka,8,DWARAKA,AMBUJAKSHI K.K,CPI(M),LDF,467,2015
Wayanad,Grama Panchayat,G12005,Edavaka,2,ELLUMANNAM,ASHA MEJO,INC,UDF,546,2015
Wayanad,Grama Panchayat,G12005,Edavaka,17,KALLODI,NAJEEB MANNAR,CPI(M),LDF,548,2015
Wayanad,Grama Panchayat,G12005,Edavaka,10,KAMMANA,INDIRA PREMACHANDRAN,CPI(M),LDF,579,2015
Wayanad,Grama Panchayat,G12005,Edavaka,15,KUNNAMANGALAM,MANU KUZHIVELI,CPI(M),LDF,449,2015
Wayanad,Grama Panchayat,G12005,Edavaka,1,ORAPPU,USHA VIJAYAN,INC,UDF,621,2015
Wayanad,Grama Panchayat,G12005,Edavaka,3,OZHAKODI,SUNITHA.O,CPI(M),LDF,390,2015
Wayanad,Grama Panchayat,G12005,Edavaka,6,PAINGATTIRI,NAJUMUDEEN MOODAMBATH,IUML,UDF,443,2015
Wayanad,Grama Panchayat,G12005,Edavaka,14,PALAMUKKU,VELLAN P.R.,CPI(M),LDF,439,2015
Wayanad,Grama Panchayat,G12005,Edavaka,16,PALLIKKAL,AMINA AVARAN,IUML,UDF,728,2015
Wayanad,Grama Panchayat,G12005,Edavaka,4,PANDIKADAVU,K.R.JAYAPRAKASH,CPI(M),LDF,558,2015
Wayanad,Grama Panchayat,G12005,Edavaka,7,PAYODE,C.C JOHN,CPI(M),LDF,332,2015
Wayanad,Grama Panchayat,G12005,Edavaka,12,PEECHANKODE,SUBAIDHA PULIYODIYIL,IUML,UDF,652,2015
Wayanad,Grama Panchayat,G12005,Edavaka,11,PULIKKAD,PHILOMINA,INC,UDF,486,2015
Wayanad,Grama Panchayat,G12005,Edavaka,13,THONICHAL,SHEELA KAMALASANAN,CPI(M),LDF,470,2015
Wayanad,Grama Panchayat,G12005,Edavaka,19,VALERI,M.K JAYAPRAKASH,INC,UDF,492,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,8,ARIMULA,BINU JACOB ,INC,UDF,443,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,11,ARIVARAM,MUHAMMED IQBAL,IUML,UDF,517,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,18,CHEEKKALLOOR,T. K. SARITHA ,CPI(M),LDF,438,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,4,CHTHRAMOOLA,AGILA SURENDRAN ,CPI(M),LDF,417,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,14,CHUNDAKKARA,JOHN. C. J,CPI,LDF,559,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,17,EDAKKOMBAM,ABBAS ,IUML,UDF,590,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,12,KAMBLAKKAD EAST,SUNEERA,IUML,UDF,618,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,13,KAMBLAKKAD WEST,KADAVAN HAMSA,IUML,UDF,602,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,15,KANIYAMBETTA,RASHEENA,IUML,UDF,685,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,9,KARANI,A. K. SAKUNTHALA ,INC,UDF,578,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,3,KOLLIVAYAL,SHEELA RAMADAS,INC,UDF,424,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,5,KOZHINJANGADU,RAIHANATH ,IUML,UDF,419,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,2,NADAVAYAL,MARY AYMANACHIRA,IND(LDF),LDF,685,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,1,NELLIYAMBAM,RAHIYANATH ,IUML,UDF,615,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,16,PACHILAKKADU,IBRAHIM ,IUML,UDF,613,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,7,PADARIKKUNNU,SMITHA SUNIL,CPI(M),LDF,441,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,10,PARALIKKUNNU,PRAKASH KAVUMITTAM,JD(U),UDF,369,2015
Wayanad,Grama Panchayat,G12022,Kaniyambetta,6,VARADOOR,RAJENDRAPRASAD,INC,UDF,521,2015
