District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,1,MAYAM,ശോഭന ബിനു,CPI(M),LDF,422,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,2,PANCHAYAT OFFICE WARD,തോമസ്  മംഗലശ്ശേരി,INC,UDF,400,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,3,THODUMALA,ബിനു എസ് എസ്,CPI(M),LDF,231,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,4,PANTHAPLAMOODU,അഖില ഷിബു,CPI(M),LDF,336,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,5,AMBOORI,ജോസ് മാത്യു പോളയ്ക്കൻ,INC,UDF,462,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,6,KOOTTAPPU,ബിബിന്‍ കെ,INC,UDF,376,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,7,THEKKUPARA,ബീന പ്രസാദ്,CPI,LDF,352,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,8,KANNANNOOR,അഡ്വ. കെ. ഷെരീഫ്,INC,UDF,357,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,9,KUDAPPANAMOODU,അല്‍  അമീൻ,INC,UDF,521,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,10,THUDIYAMKONAM,കെ. വി. ജോസഫ് കല്ലുവേലിയിൽ,INC,UDF,335,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,11,PURUTHIPPARA,ലീനാരാജേഷ്,INC,UDF,399,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,12,CHIRAYAKKODU,പ്രീത കുമാരി എസ്,CPI,LDF,377,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,13,KUTTAMALA,ജയാസുരേന്ദ്രൻ,CPI(M),LDF,356,2025
Thiruvananthapuram,Grama Panchayat,G01014,Amboori,14,KANDAMTHITTA,സീനാഅനിൽ,INC,UDF,406,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,1,THEERTHAMKARA,ഷീലാകുമാരി,CPI,LDF,393,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,2,CHELA,മൂഴി എസ്. സുനിൽ,INC,UDF,545,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,3,KALLIYODE,പ്രീജകുമാരി,CPI(M),LDF,402,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,4,ERYANADE,ഷിബു കെ,BJP,NDA,381,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,5,CHANDRAMANGALAM,അശോകൻ ശക്തിപുരം,CPI(M),LDF,384,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,6,CHERUVELI,ആമിനാ നഹാസ്,SDPI,OTH,372,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,7,ARAMPALLY,സുമയ്യ ബീഗം എസ്,CPI,LDF,436,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,8,VANCHUVAM,അക്ബര്‍ഷാൻ,INC,UDF,494,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,9,MANNOORKONAM,ഷീല എസ്,INC,UDF,539,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,10,THAZHNNAMALA,അഡ്വ. എസ്. മുജീബ്,INC,UDF,445,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,11,CHULLIMANOOR,അഞ്ചു പി മോഹൻ,IUML,UDF,325,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,12,NETTARAKONAM,നീനു സോണി പി,CPI(M),LDF,524,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,13,ANAD TOWN,രഞ്ചു ആർ,CPI(M),LDF,439,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,14,MANDAPAM,ഷൈലജ,CPI(M),LDF,436,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,15,PUTHANPALAM,പുത്തൻപാലം ഷഹീദ്,INC,UDF,640,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,16,THIRICHITTOOR,ജി. ഷൈജുകുമാർ,CPI(M),LDF,512,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,17,VETTAMPALLY,ദിവ്യ ആ൪ എസ്,BJP,NDA,454,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,18,VENKAVILA,വേങ്കവിള സജി,CPI,LDF,491,2025
Thiruvananthapuram,Grama Panchayat,G01043,Anadu,19,THANNIMOODE,കണ്ണന്‍ വേങ്കവിള,CPI(M),LDF,553,2025
