District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Idukki,Grama Panchayat,G06001,Adimali,1,PAZHAMPILLICHAL,പി.വി ജോയി,CPI(M),LDF,466,2025
Idukki,Grama Panchayat,G06001,Adimali,2,PARISSAKKALLU,ബാബു പി കുര്യാക്കോസ്,INC,UDF,503,2025
Idukki,Grama Panchayat,G06001,Adimali,3,IRUMPUPALAM,റഫീക്ക് എം എം,IUML,UDF,465,2025
Idukki,Grama Panchayat,G06001,Adimali,4,PLAKKAYAM,എം.പി.അലിയാർ,CPI(M),LDF,532,2025
Idukki,Grama Panchayat,G06001,Adimali,5,14TH MILE,എൻ.മനീഷ്,INC,UDF,648,2025
Idukki,Grama Panchayat,G06001,Adimali,6,MACHIPLAVU,നിഷ പി.കെ,CPI(M),LDF,599,2025
Idukki,Grama Panchayat,G06001,Adimali,7,CHATTUPARA,റൈഹാനത്ത് ഷുക്കൂർ,IUML,UDF,589,2025
Idukki,Grama Panchayat,G06001,Adimali,8,ADIMALI NORTH,അമ്പിളി സാബു,CMPCC(CPJ),UDF,389,2025
Idukki,Grama Panchayat,G06001,Adimali,9,THALAMALI,മഞ്ജു ബിജു,INC,UDF,579,2025
Idukki,Grama Panchayat,G06001,Adimali,10,KARIMKULAM,ലത സലി,INC,UDF,477,2025
Idukki,Grama Panchayat,G06001,Adimali,11,POONJARKANDOM,ജോവിസ് വെളിയത്ത്,IND,OTH,437,2025
Idukki,Grama Panchayat,G06001,Adimali,12,KOOMPANPARA,കുഞ്ഞമ്മ ചെറിയാൻ,INC,UDF,545,2025
Idukki,Grama Panchayat,G06001,Adimali,13,MILLUMPADY,ടി.കെ ഷാജി,CPI(M),LDF,624,2025
Idukki,Grama Panchayat,G06001,Adimali,14,200 ACRE,മിനിമോള്‍ പി.റ്റി,INC,UDF,532,2025
Idukki,Grama Panchayat,G06001,Adimali,15,MANNAMKALA,ബിനു പി.ആർ (ബിനു ചോപ്ര ),IND,OTH,444,2025
Idukki,Grama Panchayat,G06001,Adimali,16,ADIMALI,ജോസ്‌ന ജോസ്,INC,UDF,486,2025
Idukki,Grama Panchayat,G06001,Adimali,17,CHATTUPARA SOUTH,ഷേർളി  ജോസഫ്,INC,UDF,369,2025
