District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,1,MANGALAM,അനീഷ് എസ് (മനോജ്),BJP,NDA,330,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,2,N T P C,ലക്ഷ്മി പി,INC,UDF,263,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,3,CHOOLATHERUVU,അജിത എം,INC,UDF,426,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,4,KANAKAKUNNU,സോമാ സുനി,CPI(M),LDF,484,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,5,KEERIKKADU JETTY,രാജേഷ് കുട്ടൻ,INC,UDF,573,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,6,KOCHIYUDE JETTY,പ്രിയ,IND,OTH,326,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,7,VALIYAZHEECKAL,എം പ്രതാപൻ,CPI(M),LDF,642,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,8,THARAYILKADAVU SOUTH,പ്രിയാ രാജൻ,CPI(M),LDF,537,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,9,THARAYILKADAVU NORTH,ജയ മനു,CPI,LDF,574,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,10,PERUMPALLY,ലത തുളസിദാസ്,CPI(M),LDF,566,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,11,RAMANCHERY,എസ് ശ്യാംകുമാർ,INC,UDF,591,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,12,NALLANIKKAL,ബിനു ശിവരാജൻ,INC,UDF,407,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,13,KALLIKKADU SOUTH,പ്രശാന്ത,INC,UDF,331,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,14,KALLIKKADU NORTH,യു അനീഷ്,BJP,NDA,359,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,15,A K G NAGAR,രമ്യ ജ്യോതി,CPI(M),LDF,498,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,16,FHC,സുല്‍ഫി താഹ,INC,UDF,622,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,17,ARATTUPUZHA,മൈമൂനത്ത് ഫഹദ്,INC,UDF,682,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,18,MES,താജുദ്ദീൻ എ,INC,UDF,589,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,19,S N MANDIRAM,ഷൈമ സജൻ,INC,UDF,511,2025
Alappuzha,Grama Panchayat,G04040,Unknown,1,ALA,ജയശ്രീ സതീഷ്,BJP,NDA,263,2025
Alappuzha,Grama Panchayat,G04040,Unknown,2,UMMATH,വിജയലക്ഷ്മി,CPI(M),LDF,319,2025
Alappuzha,Grama Panchayat,G04040,Unknown,3,POOMALA,ശാലിനി എസ്സ്,INC,UDF,279,2025
Alappuzha,Grama Panchayat,G04040,Unknown,4,MALAMODI,പ്രവീൺ,CPI(M),LDF,218,2025
Alappuzha,Grama Panchayat,G04040,Unknown,5,KINARUVILA,റീന അനിൽ,INC,UDF,307,2025
Alappuzha,Grama Panchayat,G04040,Unknown,6,VALAPPUZHA,രാജേഷ് റ്റി ജി,BJP,NDA,394,2025
Alappuzha,Grama Panchayat,G04040,Unknown,7,THEVARAKKODE,റ്റി കെ സോമൻ,CPI(M),LDF,278,2025
Alappuzha,Grama Panchayat,G04040,Unknown,8,KODUKULANJI,രാജേഷ് കുമാര്‍ ആർ,IND,OTH,185,2025
Alappuzha,Grama Panchayat,G04040,Unknown,9,CHAMMATH,ജിജു ഉമ്മന്‍ ഇടിക്കുള,IND,OTH,179,2025
Alappuzha,Grama Panchayat,G04040,Unknown,10,PENNUKKARA,വി കെ ശോഭ,INC,UDF,224,2025
Alappuzha,Grama Panchayat,G04040,Unknown,11,PULLAMTHAZHAM,സീമ ശ്രീകുമാർ,INC,UDF,380,2025
Alappuzha,Grama Panchayat,G04040,Unknown,12,UTHARAPALLY,സജികുമാർ വി എൻ,INC,UDF,286,2025
Alappuzha,Grama Panchayat,G04040,Unknown,13,NEDUVARAMKODE,അനീഷ ബിജു,BJP,NDA,225,2025
Alappuzha,Grama Panchayat,G04040,Unknown,14,ALA SOUTH,ലാലി ഗംഗാധരൻ,BJP,NDA,215,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,1,VANDANAM COASTAL AREA,ബുഷ്റ സലിം,SDPI,OTH,603,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,2,B T R LIBRARY WARD,മുഹമ്മദ് ഷമീർ.,SDPI,OTH,441,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,3,T D M C,ഷീജ നൗഷാദ്,SDPI,OTH,367,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,4,KURAVANTHODU EAST,കബീർ.,INC,UDF,358,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,5,VANDANAM EAST,എസ് . ഹാരിസ്,CPI(M),LDF,540,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,6,VANDANAM SOUTH,സുമ സത്യൻ.,CPI(M),LDF,335,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,7,PANCHAYAT OFFICE WARD,ചെപ്പി സഫിയത്ത്,SDPI,OTH,212,2025
Alappuzha,Grama Panchayat,G04023,Ambalappuzha North,8,NEERKUNNAM EAST,നജീഫ്.  അരിശ്ശേരിൽ,INC,UDF,267,2025
