District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Palakkad,Grama Panchayat,G09040,Agali,1,CHINDAKKI,സജീന,IUML,UDF,510,2025
Palakkad,Grama Panchayat,G09040,Agali,2,CHEMMANNOOR,ഗീത,CPI(M),LDF,381,2025
Palakkad,Grama Panchayat,G09040,Agali,3,PAKKULAM,അറുമുഖൻ,INC,UDF,375,2025
Palakkad,Grama Panchayat,G09040,Agali,4,THAVALAM,ഷിബു സിറിയക്ക്,INC,UDF,412,2025
Palakkad,Grama Panchayat,G09040,Agali,5,PARAPPANTHARA,കോണന്,BJP,NDA,384,2025
Palakkad,Grama Panchayat,G09040,Agali,6,PATTIMAALAM,ശാന്താമണി രാഘവന്,CPI(M),LDF,388,2025
Palakkad,Grama Panchayat,G09040,Agali,7,KOTTATHARA,ദിവ്യ എൻ,CPI,LDF,384,2025
Palakkad,Grama Panchayat,G09040,Agali,8,BHOOTHIVAZHI,സനൽകുമാർ,CPI(M),LDF,488,2025
Palakkad,Grama Panchayat,G09040,Agali,9,AGALI,ഷീജ,CPI(M),LDF,614,2025
Palakkad,Grama Panchayat,G09040,Agali,10,GOOLIKKADAVU,കനകരാജ്,CPI(M),LDF,502,2025
Palakkad,Grama Panchayat,G09040,Agali,11,KAVUNDIKKAL,ലത,BJP,NDA,452,2025
Palakkad,Grama Panchayat,G09040,Agali,12,NELLIPPATHY,ആബിത,INC,UDF,603,2025
Palakkad,Grama Panchayat,G09040,Agali,13,CHITTOOR,അക്ഷയ് പി ജോസഫ്,INC,UDF,655,2025
Palakkad,Grama Panchayat,G09040,Agali,14,KAARARA,സൂര്യ.കെ.കെ,CPI(M),LDF,401,2025
Palakkad,Grama Panchayat,G09040,Agali,15,GUDDAYOOR,മനോജ് കുഴികണ്ടം,INC,UDF,482,2025
Palakkad,Grama Panchayat,G09040,Agali,16,KANDIYOOR,അനു,INC,UDF,339,2025
Palakkad,Grama Panchayat,G09040,Agali,17,JELLIPPARA,ബാബു (സി പി ബാബു ),CPI(M),LDF,454,2025
Palakkad,Grama Panchayat,G09040,Agali,18,OMMALA,ഉത്തമൻ,CPI(M),LDF,491,2025
Palakkad,Grama Panchayat,G09040,Agali,19,KALLAMALA,സെമീന പി എസ്,INC,UDF,417,2025
Palakkad,Grama Panchayat,G09040,Agali,20,CHINNAPARAMB,മഞ്ജു.എന്‍.കെ,INC,UDF,465,2025
Palakkad,Grama Panchayat,G09040,Agali,21,KALKKANDI,ചന്ദ്രൻ,INC,UDF,675,2025
Palakkad,Grama Panchayat,G09078,Akathethara,1,DHONI,ദേവീദാസൻ എം പി,CPI(M),LDF,348,2025
Palakkad,Grama Panchayat,G09078,Akathethara,2,PAPPADI,കോമളദാസൻ കെ,BJP,NDA,472,2025
Palakkad,Grama Panchayat,G09078,Akathethara,3,CHEKKINIPADAM,ഹേമലതബാബുരാജ്,CPI(M),LDF,402,2025
Palakkad,Grama Panchayat,G09078,Akathethara,4,VADAKKETHARA,അംബുജം കെ,BJP,NDA,331,2025
Palakkad,Grama Panchayat,G09078,Akathethara,5,THEKKETHARA,ബിന്ദു പി എ,BJP,NDA,458,2025
Palakkad,Grama Panchayat,G09078,Akathethara,6,KUNNUKAD,സരള,BJP,NDA,435,2025
Palakkad,Grama Panchayat,G09078,Akathethara,7,THATTURUMBAKAD,അജയ് കെ കെ,BJP,NDA,526,2025
Palakkad,Grama Panchayat,G09078,Akathethara,8,SABARI ASHRAMAM,ഷിജു എസ്,BJP,NDA,469,2025
Palakkad,Grama Panchayat,G09078,Akathethara,9,KORATHODI,സുനിതഅനന്തകൃഷ്ണൻ,CPI(M),LDF,581,2025
Palakkad,Grama Panchayat,G09078,Akathethara,10,ANDIMADAM,മല്ലിക എ എം,BJP,NDA,607,2025
Palakkad,Grama Panchayat,G09078,Akathethara,11,ANGAVALPARAMBU,ബിന്ദു  കെ,BJP,NDA,484,2025
Palakkad,Grama Panchayat,G09078,Akathethara,12,MELEPPURAM,ആതിര എ,CPI(M),LDF,366,2025
Palakkad,Grama Panchayat,G09078,Akathethara,13,KALLEKULANGARA,സുജിത് ജി,BJP,NDA,574,2025
Palakkad,Grama Panchayat,G09078,Akathethara,14,HEMAMBIKA SANSKRIT SCHOOL,സുധീർ,BJP,NDA,274,2025
Palakkad,Grama Panchayat,G09078,Akathethara,15,KONGAPPADAM,പ്രേമ മാണിക്യൻ,CPI(M),LDF,341,2025
Palakkad,Grama Panchayat,G09078,Akathethara,16,PUNNAKKULAM,മഞ്ജുമുരളി,CPI(M),LDF,365,2025
Palakkad,Grama Panchayat,G09078,Akathethara,17,KAKKANI,സുമേഷ് കെ,CPI(M),LDF,306,2025
Palakkad,Grama Panchayat,G09078,Akathethara,18,UMMINI,നസീമ കെ കെ,CPI(M),LDF,455,2025
Palakkad,Grama Panchayat,G09078,Akathethara,19,PAITTAMKUNNAM,ഗ്രീഷ്മ ആർ,INC,UDF,419,2025
Palakkad,Grama Panchayat,G09032,Alanallur,1,CHALAVA,ബഷീര്‍ പടുകുണ്ടിൽ,IND,OTH,716,2025
Palakkad,Grama Panchayat,G09032,Alanallur,2,UPPUKULAM,ഷൈലജ മഠത്തൊടി,IUML,UDF,894,2025
Palakkad,Grama Panchayat,G09032,Alanallur,3,PADIKKAPPADAM,ജംസീന വി പി,IUML,UDF,920,2025
Palakkad,Grama Panchayat,G09032,Alanallur,4,MUNDAKKUNNU,നിജാസ് ഒ പി,IUML,UDF,1074,2025
Palakkad,Grama Panchayat,G09032,Alanallur,5,KAIRALI,അനില്‍ കുമാര്‍ .എ,CPI(M),LDF,746,2025
Palakkad,Grama Panchayat,G09032,Alanallur,6,PALLIKUNNU,ഷിനു കെ,IUML,UDF,1088,2025
Palakkad,Grama Panchayat,G09032,Alanallur,7,MALIKKUNNU,ഹബീബുള്ള അന്‍സാരി (ഹബീബ് മാഷ്),INC,UDF,859,2025
Palakkad,Grama Panchayat,G09032,Alanallur,8,PERIMBADARI,കളഭം രാധാകൃഷ്ണൻ,IND,OTH,836,2025
Palakkad,Grama Panchayat,G09032,Alanallur,9,KATTUKULAM,അബ്ദുൽ ഖാദർ. കെ,IUML,UDF,872,2025
Palakkad,Grama Panchayat,G09032,Alanallur,10,PAKKATHKULAMBU,ജംഷീല ഇ,IUML,UDF,726,2025
Palakkad,Grama Panchayat,G09032,Alanallur,11,KANNAMKUNDU,അന്‍ഷാദലി കെ,CPI(M),LDF,960,2025
Palakkad,Grama Panchayat,G09032,Alanallur,12,KALANGOTTIRI,രാജി,CPI(M),LDF,623,2025
Palakkad,Grama Panchayat,G09032,Alanallur,13,ALANALLUR TOWN,സജിത ആർ,CPI(M),LDF,899,2025
Palakkad,Grama Panchayat,G09032,Alanallur,14,VAZHANGALLY,ഫൈസല്‍ കീടത്ത്,INC,UDF,723,2025
Palakkad,Grama Panchayat,G09032,Alanallur,15,KARA,ഉമര്‍ഖത്താബ് എൻ,INC,UDF,919,2025
Palakkad,Grama Panchayat,G09032,Alanallur,16,CHIRATTAKULAM,നസീറ ജാസ്മിൻ,INC,UDF,1135,2025
Palakkad,Grama Panchayat,G09032,Alanallur,17,UNNIYAL,മണികണ്ഠരാജീവ്,INC,UDF,748,2025
Palakkad,Grama Panchayat,G09032,Alanallur,18,KULAPARAMBU,റുബീന അക്കര,IUML,UDF,673,2025
Palakkad,Grama Panchayat,G09032,Alanallur,19,ALUNGAL,ജമീല ടീച്ചർ,IUML,UDF,808,2025
Palakkad,Grama Panchayat,G09032,Alanallur,20,KANAMKODE,മറിയ ആമ്പുക്കാട്,IUML,UDF,796,2025
Palakkad,Grama Panchayat,G09032,Alanallur,21,YATHEEMKHANA,മന്‍സൂര്‍ പള്ളിപ്പെറ്റ,INC,UDF,935,2025
Palakkad,Grama Panchayat,G09032,Alanallur,22,ALUMKUNNU,സുരേഷ് ബാബു കൊടുങ്ങയിൽ,INC,UDF,740,2025
Palakkad,Grama Panchayat,G09032,Alanallur,23,KOTTAPPALLA,ജമീല നാസർ,INC,UDF,924,2025
Palakkad,Grama Panchayat,G09032,Alanallur,24,KUNJUKULAM,വിജയശ്രീ ടി,INC,UDF,895,2025
Palakkad,Grama Panchayat,G09084,Alathur,1,VENGANNUR,ലതാ സ്വാമിനാഥൻ,INC,UDF,636,2025
Palakkad,Grama Panchayat,G09084,Alathur,2,PARAKKUNNAM,കെ. രമ,CPI(M),LDF,664,2025
Palakkad,Grama Panchayat,G09084,Alathur,3,BANK ROAD,രമ രാജശേഖരൻ,CPI(M),LDF,496,2025
Palakkad,Grama Panchayat,G09084,Alathur,4,KUMBALAKKODE,കെ. മണികണ്ഠൻ,CPI(M),LDF,596,2025
Palakkad,Grama Panchayat,G09084,Alathur,5,ARANGATTUPARAMBU,സി. എം. ഷീബ,CPI(M),LDF,443,2025
Palakkad,Grama Panchayat,G09084,Alathur,6,THRIPPALUR,രാധിക ജയൻ,CPI(M),LDF,469,2025
Palakkad,Grama Panchayat,G09084,Alathur,7,PUTHIYANGAM,ലീല ശശി,INC,UDF,429,2025
Palakkad,Grama Panchayat,G09084,Alathur,8,PERUNGULAM,ഗീത ടീച്ചർ,INC,UDF,406,2025
Palakkad,Grama Panchayat,G09084,Alathur,9,THEKKUMURI,എ. ശശികുമാർ,CPI(M),LDF,702,2025
Palakkad,Grama Panchayat,G09084,Alathur,10,KATTUSSERY,ആർ. വിനോദ്,CPI(M),LDF,882,2025
Palakkad,Grama Panchayat,G09084,Alathur,11,NARIYAMPARAMBU,എം. ഫൗസിയ,CPI(M),LDF,437,2025
Palakkad,Grama Panchayat,G09084,Alathur,12,KUNNAKKADE,സഹാബുദ്ദീൻ,INC,UDF,607,2025
